Location,Area,Price,New/Resale,House_Type,bhk,bath,Floor,Age,Gym,Lift,Car_Parking,Security,Play_area,Clubhouse,Indoor_Games,Gas,Jogging_Track,Swimming_Pool
Thane,645,5299000,0,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,705,8700000,0,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1100,8800000,0,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,239,4900000,1,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,0,1,1
Thane,283,5700000,1,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,0,1,1
Thane,352,6351000,1,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,0,1,1
Thane,440,6900000,1,Independent House,1,1,More than 5,,1,1,0,0,1,1,0,0,1,1
Thane,400,7598999,1,Independent House,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,599,9800000,1,Apartment,2,2,More than 5,,1,1,0,1,1,1,1,0,1,1
Thane,958,14600000,1,Apartment,3,3,More than 5,,1,1,0,1,1,1,1,0,1,1
Thane,1174,18500000,1,Apartment,3,3,More than 5,,1,1,0,1,1,1,1,0,1,1
Thane,419,8000000,1,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,705,12800000,1,Apartment,2,2,More than 5,,1,1,1,0,1,1,1,0,1,1
Thane,931,13500000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1260,10800000,1,Apartment,2,2,3,,1,1,0,0,1,1,0,1,0,1
Thane,1240,10700000,0,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1230,10600000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,749,8920000,1,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,746,7320000,1,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1140,13100000,1,Apartment,2,2,More than 5,,0,0,0,0,0,0,0,0,0,0
Thane,1140,13100000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,575,8500000,1,Apartment,1,1,4,,1,1,1,0,1,1,0,1,1,1
Thane,1400,22000000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1300,19500000,1,Apartment,3,3,More than 5,,1,1,1,0,1,1,0,1,1,1
Thane,1650,21500000,1,Apartment,3,3,More than 5,,1,1,0,1,1,1,0,1,1,1
Thane,1350,17500000,1,Apartment,3,3,More than 5,,1,1,0,1,1,1,0,0,1,1
Thane,1350,17500000,1,Apartment,3,3,More than 5,,1,1,0,1,1,1,0,1,1,1
Thane,1775,17500000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,1,1
Thane,1275,15300000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,1166,11000000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,1,1
Thane,1338,17700000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1220,16500000,0,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,886,11100000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,1,0,0,1
Thane,1046,12000000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1158,13300000,1,Apartment,2,2,1,,1,1,0,0,1,1,0,0,0,1
Thane,1662,18800000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,928,10800000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1050,9500000,0,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,558,5500000,0,Apartment,1,1,More than 5,,0,1,0,0,1,0,0,1,0,0
Thane,676,9000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,1020,11900000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,1214,20800000,1,Independent House,3,3,More than 5,,1,0,0,0,0,0,1,0,1,0
Thane,1639,20800000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,1,0,1,1
Thane,2519,33000000,1,Apartment,4,4,More than 5,,1,1,0,0,1,1,1,0,1,1
Thane,1250,14000000,0,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,1835,22500000,0,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,1050,9500000,0,Apartment,2,2,More than 5,,1,1,0,0,0,1,0,1,0,1
Thane,1335,14500000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,500,5499000,1,Apartment,1,1,More than 5,,0,1,1,1,1,0,0,1,0,0
Thane,1153,18100000,1,Apartment,3,3,5,,1,1,0,0,1,1,0,0,0,1
Thane,700,10900000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,1,0,0,1
Thane,931,13500000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,676,11200000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,0,1
Thane,880,14800000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,1140,13600000,1,Apartment,3,3,0,,1,1,0,0,1,1,0,0,1,1
Thane,1625,36600000,1,Apartment,4,4,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,1245,27900000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,739,15200000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,711,15400000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,863,19200000,1,Independent House,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1012,21500000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,731,16000000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,969,20200000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,990,21400000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1860,12900000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,632,5900000,1,Apartment,1,1,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,976,8000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,400,6500000,1,Apartment,1,1,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,876,10900000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,1137,14000000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,486,5700000,1,Apartment,1,1,More than 5,,0,1,1,1,1,0,0,0,0,0
Thane,1000,11000000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1300,14800000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,784,9900000,1,Apartment,2,2,More than 5,,1,1,1,0,1,1,1,0,0,1
Thane,1146,13500000,1,Apartment,3,3,0,,1,1,1,0,1,1,1,0,0,1
Thane,900,13899999,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,984,11800000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1020,8400000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1249,16500000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1461,11900000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1044,12300000,1,Apartment,3,3,More than 5,,1,1,0,1,1,1,1,0,1,1
Thane,1090,9620000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1050,10800000,1,Apartment,2,2,5,,1,1,0,0,1,1,0,1,0,1
Thane,1096,11000000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,960,8420000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1002,8400000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,1140,9520000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1160,9620000,1,Apartment,2,2,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,1060,11200000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,1020,9900000,1,Apartment,3,3,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,625,5850000,1,Apartment,1,1,More than 5,,1,1,1,1,1,0,0,0,0,0
Thane,1160,11100000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,1500,14000000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,924,9000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,1083,8800000,1,Apartment,2,2,,,1,1,1,1,1,1,1,0,1,1
Thane,520,5850000,1,Apartment,1,1,,,1,1,1,1,1,1,0,1,0,0
Thane,930,8359999,1,Independent House,2,2,,,1,1,0,0,1,1,0,1,0,1
Thane,1230,9230000,1,Apartment,2,2,,,1,1,1,1,1,1,1,1,1,1
Thane,610,6450000,1,Apartment,1,1,,,1,1,0,0,1,1,0,1,0,1
Thane,590,5760000,1,Villa,1,1,,,1,1,0,0,1,1,0,1,0,1
Thane,1489,14900000,1,Apartment,3,3,,,1,1,0,0,1,1,0,1,0,1
Thane,1490,15200000,1,Apartment,3,3,,,1,1,0,0,1,1,0,1,0,1
Thane,2000,30000000,0,Apartment,4,4,,,1,1,0,0,1,1,0,1,0,1
Thane,1100,10700000,1,Apartment,2,2,,,1,1,1,1,1,1,1,0,1,1
Thane,910,6448999,1,Apartment,1,1,,,1,1,1,1,1,1,1,1,1,1
Thane,500,5300000,0,Apartment,1,1,,,1,1,1,1,1,1,0,1,0,1
Thane,1130,11200000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,600,6500000,1,Apartment,1,1,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,900,8600000,0,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,1
Thane,950,8999000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,950,9000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,1160,10600000,0,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,0,1,1
Thane,550,8500000,0,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,1,1,1
Thane,1050,9500000,1,Apartment,2,2,4,,1,1,0,0,1,1,0,0,0,1
Thane,675,6000000,1,Apartment,1,1,More than 5,,1,1,0,0,1,1,0,0,0,1
Thane,500,5850000,1,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,1,1,1
Thane,500,5500000,1,Studio Apartment,1,1,More than 5,,1,1,0,0,1,1,0,1,0,1
Thane,480,5500000,1,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,1,0,1
Thane,550,6400000,0,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,1,1,1
Thane,713,13000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,828,15500000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,811,14000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,848,15800000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,1234,22000000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,698,13000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,0,1,1
Thane,508,6500000,0,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,1,1,1
Andheri East,1020,18000000,1,Apartment,2,2,More than 5,,1,1,1,1,1,1,1,1,1,
Sector12 Kamothe,620,4500000,0,Apartment,1,1,More than 5,,1,0,0,0,0,0,0,0,0,
Kharghar,1515,16000000,0,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,1,1,
Sector 2 Ulwe,1055,7600000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Kharghar,4000,28000000,0,Apartment,5,5,More than 5,,1,0,1,1,0,0,0,0,0,
Sector 17 Ulwe,1245,11100000,0,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Sector9 Kamothe,1165,10500000,0,Studio Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Govind nagar,750,11299999,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Malad East,608,8600000,1,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Malad East,550,8600000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Krishanlal Marwah Marg,890,16000000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Andheri,620,21000000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Andheri,1000,24000000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Sector-9 Ulwe,1135,8725000,0,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,1,
Vikhroli,1010,31500000,0,Apartment,2,2,More than 5,,0,0,0,0,1,0,0,0,1,
Parel,1200,42500000,0,Apartment,2,2,More than 5,,1,0,1,1,1,1,0,1,1,
Taloja,1005,4700000,0,Independent House,2,2,3,,0,1,1,0,0,0,0,0,0,
Taloja,980,4500000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,680,3200000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,710,3500000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,690,3300000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,715,4000000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,700,3500000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,670,3350000,0,Apartment,1,1,4,,0,1,1,0,0,0,0,0,0,
Taloja,560,2650000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,445,2300000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,560,2600000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,1060,5700000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,1064,5800000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,1070,6000000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,995,5200000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,985,4900000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Petali,675,3800000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,665,4000000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Taloja,680,3700000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Virar,575,2300000,0,Apartment,1,1,More than 5,,1,1,1,0,0,0,0,0,0,
Virar,975,3500000,0,Apartment,2,2,1,,1,1,1,0,0,0,0,0,0,
Virar,930,3720000,0,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Virar,750,4200000,0,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Virar,570,3500000,0,Apartment,1,1,More than 5,,1,1,1,0,0,0,0,0,0,
Kalamboli,2150,15000000,0,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,1,1,
Dahisar,1069,18000000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Dahisar,686,15000000,0,Independent House,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Andheri,1000,24000000,0,Independent House,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Andheri,650,14000000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Vikhroli,1000,14700000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Thane,740,6800000,0,Apartment,1,1,More than 5,,1,1,1,1,1,1,0,1,1,
Dombivali,2115,16000000,0,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,1,1,
Dombivali,1595,10000000,0,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,1,1,
Ghatkopar,5150,90000000,1,Apartment,3,3,More than 5,,1,0,0,1,1,0,1,0,1,
Dombivali,1503,10500000,0,Apartment,2,2,More than 5,,1,1,1,1,1,1,0,1,1,
Thane,1150,11700000,0,Apartment,2,2,5,,1,0,0,1,1,0,1,0,1,
Thane,650,5300000,0,Apartment,1,1,More than 5,,1,0,0,1,1,0,1,0,1,
Greater Khanda,1050,7500000,0,Apartment,2,2,More than 5,,1,0,0,1,1,0,0,0,1,
Mulund,585,9800000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Chembur,1950,43700000,0,Apartment,3,3,More than 5,,1,1,1,0,0,0,0,0,0,
Chembur,2700,63000000,0,Apartment,4,4,0,,1,1,1,0,0,0,0,0,0,
Chembur,1350,29000000,0,Apartment,3,3,More than 5,,1,1,1,0,0,0,0,0,0,
Deonar,1426,37000000,0,Apartment,3,3,More than 5,,1,1,1,0,0,0,0,0,0,
Lokhandwala,930,3800000,0,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Patel Nagar,650,11500000,0,Apartment,1,1,More than 5,,0,0,1,0,0,0,1,0,1,
Ulwe,690,6000000,0,Apartment,1,1,More than 5,,1,0,1,0,0,0,0,0,1,
Ulwe,1000,7800000,0,Apartment,2,2,More than 5,,0,1,0,0,0,0,0,0,0,
Ulwe,1090,8200000,0,Apartment,2,2,More than 5,,1,1,1,1,0,0,1,0,0,
Chembur,1050,16200000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Chembur,666,12900000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Chembur,600,11500000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Chembur,1000,18500000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Chembur,1070,17500000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Chembur,695,10200000,0,Apartment,1,1,More than 5,,0,1,0,0,0,0,0,0,0,
Chembur,625,14100000,0,Apartment,1,1,More than 5,,0,1,1,0,0,0,0,0,0,
Andheri,1361,27000000,0,Apartment,2,2,More than 5,,1,0,1,0,0,0,0,0,1,
Andheri,1470,31200000,0,Apartment,3,3,More than 5,,1,0,1,0,0,0,0,0,0,
Chembur,765,12500000,1,Apartment,1,1,More than 5,,1,1,1,0,1,0,0,1,1,
Ghatkopar,1556,39900000,1,Apartment,3,3,More than 5,,1,1,1,0,0,0,0,0,0,
Chembur,1200,11500000,1,Apartment,2,2,More than 5,,1,1,1,0,1,0,0,1,1,
Chembur ,1850,40000000,1,Apartment,3,3,0,,1,1,1,0,0,0,0,0,0,
Chembur ,1270,22200000,1,Independent House,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Chembur,1073,19500000,1,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Chembur ,1250,16500000,1,Apartment,2,2,More than 5,,1,1,1,0,0,0,0,0,0,
Chembur,775,14000000,1,Apartment,1,1,More than 5,,1,1,1,1,0,0,0,1,0,
Chembur,1252,20200000,1,Apartment,2,2,More than 5,,1,1,1,1,1,0,0,1,1,
Chembur,700,11200000,1,Apartment,1,1,More than 5,,0,1,1,1,1,1,0,0,1,
Kharghar,2000,15500000,1,Apartment,3,3,More than 5,,1,1,1,1,1,1,0,1,1,
Badlapur,675,2625000,1,Apartment,1,1,5,,1,1,1,1,0,0,0,0,0,
Jankalyan Nagar,1300,22000000,0,Apartment,3,3,More than 5,,1,1,0,0,0,0,0,0,0,
Yari Road,2320,100000000,0,Apartment,5,5,More than 5,,1,1,0,0,0,0,0,0,0,
Yari Road,3320,145000000,0,Apartment,5,5,More than 5,,1,1,0,0,0,0,0,0,0,
Kamothe,900,6200000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Kamothe,1065,7900000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Sector 17 Ulwe,850,6900000,0,Apartment,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
Kamothe,610,4400000,0,Apartment,1,1,More than 5,,1,1,1,0,0,0,0,0,0,
Kamothe,670,5700000,0,Apartment,1,1,More than 5,,1,1,1,0,0,0,0,0,0,
Sector 17 Ulwe,600,4000000,0,Apartment,2,2,More than 5,,0,1,1,0,1,0,0,0,0,
Kamothe,900,6350000,0,Apartment,2,2,More than 5,,1,1,1,0,1,0,0,0,0,
Kamothe,610,4500000,0,Independent House,2,2,More than 5,,0,1,1,0,0,0,0,0,0,
